?? AI & Democracy Map Review v3;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
V.8 ID;Stable ID;Harm Mechanism;Harm Sub-cluster;Pro-Democracy Mechanism;Mitigation Mechanism;Mech ID;Mitigation Mech ID;Solution (paraphrased);Solution (verbatim);Threat (paraphrased);Threat (verbatim);Independent Opportunity (paraphrased);Independent Opportunity (verbatim);Source;Note;P4Dem Category  1;P4Dem Category  2;P4Dem  Category 3;P4Dem  Category 4;P4Dem  Category 5;P4Dem  Category 6;Notes KH;Notes Aurora;SY comments;More than 4 codes
129;114;Cyber-offensive capability amplification;Enforcement & compliance gaps;///;;H6E;B5;Use AI for automated threat detection and response to counter adaptive, evasive malware.;"""Organizations should integrate AI-based cybersecurity solutions to enhance threat detection, automate responses, and strengthen overall cyber defenses."" (p. 21)";AI-generated malware is harder to detect. AI tools help threat actors develop sophisticated, adaptive, evasion-capable malware including ransomware and infostealers, increasing detection difficulty for defenders.;"""Cybercriminals are increasingly using AI to enhance malware development, making it more adaptable and difficult to detect."" (p. 13)";///;///;KELA Cyber Intelligence (2025). 2025 AI Threat Report. March 2025. Available at: https://info.ke-la.com/hubfs/Reports/KELA Report - 2025 AI Threat Report.pdf ;checked;2.3 PRIMARYEffective & Accountable GovernmentRansomware targeting public sector disrupts democratic administration and service delivery. P4Dem inference;1.4 SECONDARYEconomic & Social RightsRansomware and infostealers cause material harm to individuals and concentrate economic damage on victims. P4Dem inference;;;;;;;;no
132;117;Cyber-offensive capability amplification;Enforcement & compliance gaps;///;;H6E;B5;Adopt cross-sector collaboration in defence and policy through AI-driven defences and stronger security measures.;"""The growing reliance on AI tools by APT actors makes it crucial to implement stronger security measures and foster awareness to mitigate potential risks."" (p. 21)";Nation-state and criminal actors using AI for cyber operations and influence campaigns. State-sponsored APTs (Iran, China, Russia, North Korea) use public AI tools across the full attack lifecycle, including for disinformation operations.;"""Recently Google reported that APT actors affiliated with Iran, China, Russia and North Korea used Gemini to support several phases of the attack lifecycle, including researching potential infrastructure, reconnaissance on target organizations, research into vulnerabilities, payload development, and assistance with malicious scripting and evasion techniques."" (p. 20)";///;///;KELA Cyber Intelligence (2025). 2025 AI Threat Report. March 2025. Available at: https://info.ke-la.com/hubfs/Reports/KELA Report - 2025 AI Threat Report.pdf ;checked;4.1 PRIMARYExternal Influences on DemocracyState-sponsored actors use AI directly for foreign interference in democratic processes (explicitly stated, p. 20).;3.2 PRIMARYOpinion Formation & Political ParticipationRussian Doppelganger campaign used ChatGPT for influence operations targeting European/North American audiences (p. 20–21).;2.1 SECONDARYFree & Fair ElectionsChinese/North Korean operations removed by OpenAI targeted electoral audiences (p. 21). P4Dem inference;1.3 SECONDARYCivil & Political RightsSurveillance and opinion-influence operations target individuals' freedom of expression (OpenAI removals, p. 21). P4Dem inference;;;;;;no
135;119;Cyber-offensive capability amplification;Enforcement & compliance gaps;///;;H6E;B5;Implement AI security measures to prevent unauthorised data access and exfiltration.;"""These incidents highlight the urgent need to adopt AI security measures to prevent AI incidents and ensure secure and reliable AI usage."" (p. 6)";"AI systems can be exploited to gain unauthorised access to and exfiltrate sensitive user data; separately, both deliberate jailbreaking and inadvertent LLM errors can lead to data breaches and exposure of harmful or fabricated content.";"p. 4: ""the other way is to try to bypass public AI systems to conduct malicious activities, such as gaining access to users' sensitive data and exfiltrating it."" From p. 6: ""Both threat actors and regular users can lead to AI incidents, either through jailbreak techniques or LLMs can mistakenly generate false information, leading to data breaches, harmful content, or off-topic responses.""";///;///;KELA Cyber Intelligence (2025). 2025 AI Threat Report. March 2025. Available at: https://info.ke-la.com/hubfs/Reports/KELA Report - 2025 AI Threat Report.pdf ;checked;1.3 PRIMARYCivil & Political RightsExfiltration of personal data enables surveillance and profiling of citizens and political actors. P4Dem inference;1.2 SECONDARYRule of Law & Access to JusticeData breaches undermine legal accountability and citizens' ability to obtain redress. P4Dem inference;2.3 SECONDARYEffective & Accountable GovernmentExfiltration of government data compromises institutional integrity and public trust. P4Dem inference;;;;;;;no
60;164;Cyber-offensive capability amplification;Election infrastructure attacks;///;;H6A;B7B; Boost funding for election office cybersecurity, including statewide cyber navigator programmes, equipment replacement, and training ;" ""Congress and the states should boost funding to increase defenses against cyber threats amplified by AI systems…including the creation of statewide cyber navigator programs to assist local jurisdictions with cybersecurity needs"" (Election Security Defenses) "; AI heightens the risk of cyberattacks on election infrastructure, placing already under-resourced election administration under further strain ;" ""As new AI developments elevate the risk of cyberattacks on election infrastructure, election officials need additional resources and support to implement safeguards"" (Election Security Defenses) "; /// ; /// ;Panditharatne, M., Norden, L., Zdanys, J., Weiner, D.I. and Abusaif, Y. (2025). An Agenda to Strengthen U.S. Democracy in the Age of AI. Brennan Center for Justice, February 13, 2025. Available at: https://www.brennancenter.org/our-work/policy-solutions/agenda-strengthen-us-democracy-age-ai;checked; 2.1 PRIMARY Free and Fair Elections; 2.3 SECONDARY Effective and Accountable Government; ; ;;;;;;no
184;130;///;;Legal & accountability frameworks;;B6;B6;///;///;///;///;Legal liability frameworks for creating or distributing defamatory synthetic content;"p. 141 — ""Legal liability frameworks to hold parties responsible for generating or disseminating unauthorised or undisclosed synthetic content""";Bengio, Y. (Chair) et al. (2026). International AI Safety Report 2026. Department for Science, Innovation and Technology (DSIT), UK Government. February 2026. Available at: International AI Safety Report 2026 | International AI Safety Report.;checked;1.2 Rule of Law and Access to Justice (PRIMARY). P4Dem inference;1.3 Civil and Political Rights (SECONDARY) — To the extent the synthetic content targeted includes deepfake defamation of political figures, NCII targeting women in public life, and manipulation of political opinion, legal accountability protects freedoms of expression and participation. P4Dem inference.;"2.3 Effective and Accountable Government (SECONDARY) — If governments adopt and enforce such frameworks, this speaks to whether AI-related harms are subject to transparent and consistently applied rules — a 2.3 concern. P4Dem inference; weaker than 1.2.";;;;;;;no
10;131;Synthetic content generation;Gendered synthetic harassment;///;;H1B;B6;"Filter sexual content from AI training data; legal liability frameworks for NCII";"p. 49 — ""Filtering sexual content from models' training data is also emerging as an effective method for increasing barriers to generating non-consensual intimate imagery""";AI-generated non-consensual intimate imagery (NCII) and deepfake pornography disproportionately target women and girls, including women in politics, causing direct harm and deterring participation in public life;"p. 47 — ""Deepfake pornography, which disproportionately targets women and girls, is a particular concern. Studies show that 96% of deepfake videos online are pornographic""";///;///;Bengio, Y. (Chair) et al. (2026). International AI Safety Report 2026. Department for Science, Innovation and Technology (DSIT), UK Government. February 2026. Available at: International AI Safety Report 2026 | International AI Safety Report.;checked;"1.1 PRIMARY Nationhood & Citizenship — NCII overwhelmingly targets women; cited reference (316) is titled ""A Weapon Against Women in Politics"", confirming political participation dimension.";1.3 SECONDARY Civil & Political Rights — NCII constitutes targeted harassment suppressing women's freedom of expression and public engagement.;2.1 SECONDARY Free & Fair Elections — Chilling effect on women running for or remaining in office narrows democratic representation. P4Dem inference;;;;;;;no
111;143;Human capacity erosion;Hallucination & reliability failures;///;;H7A;B6;"Frontier AI Safety Frameworks with capability thresholds; red-line prohibitions; if-then commitments; third-party audits";"p. 13 — ""In 2025, 12 companies published or updated their Frontier AI Safety Frameworks — documents that describe how they plan to manage risks as they build more capable models""";AI models increasingly distinguish between test and real deployment settings and find loopholes in evaluations, meaning dangerous capabilities may go undetected before deployment;"p. 76 — ""it has become more common for models to distinguish between test settings and real-world deployment and to find loopholes in evaluations, which could allow dangerous capabilities to go undetected before deployment""";///;///;Bengio, Y. (Chair) et al. (2026). International AI Safety Report 2026. Department for Science, Innovation and Technology (DSIT), UK Government. February 2026. Available at: International AI Safety Report 2026 | International AI Safety Report.;checked;2.3 PRIMARY Effective & Accountable Government — AI systems deployed in government functions with undetected dangerous capabilities bypass democratic accountability. P4Dem inference;2.7 SECONDARY Illegitimate Influence over Policy-Making — Developer opacity about true model capabilities shifts structural power over public infrastructure away from democratic institutions. P4Dem inference;;;;;;;;no
139;142;Opacity & accountability collapse;Architectural inexplicability;///;;H8A;B6;"Human-in-the-loop design requirements; deployment standards restricting autonomous operation in high-stakes settings";"p. 141 — ""Human-in-the-loop design to maintain critical functions when AI systems fail, whether from attacks, errors, or unexpected behaviour""";AI agents acting autonomously make it harder for humans to intervene before errors cause harm, raising the stakes of malfunction in any automated government or institutional process;"p. 71 — ""AI agents pose heightened risks because they act autonomously, making it harder for humans to intervene before failures cause harm""";///;///;Bengio, Y. (Chair) et al. (2026). International AI Safety Report 2026. Department for Science, Innovation and Technology (DSIT), UK Government. February 2026. Available at: International AI Safety Report 2026 | International AI Safety Report.;checked;2.3 PRIMARY Effective & Accountable Government — Autonomous AI acting in government processes without human oversight removes a key democratic accountability checkpoint. P4Dem inference;2.4 SECONDARY Democratic Effectiveness of Parliament — Autonomous AI in legislative support roles could bypass scrutiny and democratic input. P4Dem inference;;;;;;;;no
107;146;Opacity & accountability collapse;Corporate information asymmetry;///;;H8B;B6;"Transparency and incident reporting frameworks; third-party audits; disclosure requirements for AI capabilities and safety testing";"p. 98 — ""Several jurisdictions have also developed transparency and incident reporting frameworks that may provide policymakers with more relevant information, though the recency of these developments means their usefulness in practice remains uncertain""";"AI developers keep training data, capabilities, and risk assessments proprietary; commercial pressures prioritise speed over risk management; these information asymmetries prevent democratic oversight of AI governance";"p. 98 — ""AI developers have information about their products that remains largely proprietary, and commercial considerations often make it difficult for them to share information about their development processes and risk assessments""";///;///;Bengio, Y. (Chair) et al. (2026). International AI Safety Report 2026. Department for Science, Innovation and Technology (DSIT), UK Government. February 2026. Available at: International AI Safety Report 2026 | International AI Safety Report.;checked;2.3 PRIMARY Effective & Accountable Government — Proprietary opacity prevents governments from scrutinising the AI tools they rely upon, shifting effective control to private actors. P4Dem inference;2.7 SECONDARY Illegitimate Influence over Policy-Making — Developers shape public AI governance through back channels of proprietary information — a structural form of regulatory capture. P4Dem inference;2.4 SECONDARY Democratic Effectiveness of Parliament — Information asymmetries limit legislatures' capacity to scrutinise AI-related legislation or government AI use. P4Dem inference;;;;;;;no
21;71;Persuasion & opinion manipulation;Micro-targeting & voter suppression;///;;H4A;B6;Regulate AI to prevent manipulation of human behaviour, deception, and exploitation of vulnerabilities;"""The AI Act tackles these challenges by regulating the use of AI to prevent manipulating human behaviour, deception or exploiting people's vulnerabilities.""";AI enables covert behavioural targeting by vendors and political campaigns without individuals' knowledge, and blurs the boundary between human and AI interaction, undermining informed political participation;"""based on a person's online behaviour or other data and without their knowledge, an online vendor can use AI to predict someone is willing to pay, or a political campaign can adapt their message. Another transparency issue is that sometimes it can be unclear to people whether they are interacting with AI or a person.""";///;///;European Parliament (2020). Artificial Intelligence: Threats and Opportunities. Available at: https://www.europarl.europa.eu/topics/en/article/20200918STO87404/artificial-intelligence-threats-and-opportunities;checked;3.2  PRIMARY Opinion Formation and Political Participation;1.3 SECONDARY Civil and Political Rights;1.4 SECONDARY Economic and Social Rights ;2.1 SECONDARY Free and Fair Elections;;;;;;no
117;12;Surveillance, profiling & repression;State repression & censorship;///;;H5A;B6;Urge governments to impose sanctions on entities enabling AI-facilitated repression, and use monitoring evidence to pressure technology companies to cease AI sales to authoritarian regimes;"p.14 — """"Democracy proponents are urging governments to impose sanctions on entities that enable or engage in AI-facilitated repression…Advocates have also used evidence from monitoring efforts—such as Freedom House's Freedom on the Net reports—to push technology companies to cease sales of AI products to authoritarian regimes.""";Government misuse of AI enables repression through enhanced surveillance, online censorship, and targeted persecution of citizens and civil society;"p.18 — """"AI-assisted government repression manifests in different forms, including enhanced surveillance, online censorship, and targeted persecution of online users""";///;///;George, R. and Klaus, I. (2026). AI and Democracy: Mapping the Intersections. Carnegie Endowment for International Peace. Available at: https://carnegieendowment.org/research/2026/01/ai-and-democracy-mapping-the-intersections?lang=en ;checked;1.3 PRIMARY Civil and Political Rights;4.1 SECONDARY External Influences on the Country's Democracy;4.2 SECONDARY The Country's Democratic Impact Abroad;2.5 SECONDARY Civilian Control of the Military and Police;1.2 SECONDARY Rule of Law and Access to Justice;;;;this seems like it could influence political parties, free and fair elections, policy-making, etc. if we include secondary effects. I might even include some of those over the categories that are here.;yes
115;207;Regulatory & governance inadequacy;Framework blind spots;///;;H10B;B6;Establish capability-triggered Institutional Safety Levels for public-sector AI, binding concrete AI capabilities to mandatory procedural safeguards set through processes that include democratic input;"""We propose encoding these thresholds as Institutional Safety Levels (ISLs) for public-sector AI deployment … Each ISL binds concrete AI capabilities to mandatory procedural safeguards."" (p.14); ""The thresholds themselves should be set through processes that include democratic input…""";Existing AI regulatory frameworks provide only limited tools for assessing the transfer of normative authority to model developers through infrastructure procurement — one of several aggregate, institution-level failure modes current frameworks cannot adequately address.;"""These frameworks provide only limited tools for assessing the aggregate, institution-level failure modes we describe in Section 3—such as participatory channel saturation, epistemic monoculture from shared model dependencies, or the transfer of normative authority to model developers through infrastructure procurement."" (p.4)";///;///;Guzman Piedrahita, D., Banerjee, D., Blin, K., et al. (2026). Sociopolitical Risks of Advanced AI. Preprint, March 17, 2026. Available at: https://eurosafe.ai.toronto.edu/2026-ai-risk.pdf;checked;2.7 PRIMARY Illegitimate Influence over Policy-Making;2.3 SECONDARY Effective and Accountable Government;3.2 SECONDARY Opinion Formation and Political Participation;;;;;;;no
28;177;Information environment degradation;Epistemic monoculture;///;;H3B;B6;Require interoperability and multi-provider strategies in public AI procurement so that no single model family standardises how arguments are framed across public institutions;"p.15 — ""Public procurement frameworks should require transparency regarding model capabilities, safety constraints, and update policies; mandate interoperability standards and data portability so that institutions are not locked into a single provider; and support multi-provider deployment strategies that enable hot-swapping without re-engineering workflows.""";When many actors rely on a small number of similarly tuned AI models, the diversity of publicly available framings, problem definitions, and argumentative strategies narrows — shifting public agreement from shared evidence toward shared model priors, in ways that are private and therefore harder to detect and correct than ordinary media bias;"p.5 — ""When many actors rely on a small number of similarly tuned models, the diversity of framings, problem definitions, and argumentative strategies in public discourse can narrow, shifting agreement from shared evidence toward shared model priors. Because AI can mediate a broader range of everyday contexts than traditional media, and because AI interactions are private rather than publicly contestable, this discursive compression is harder to detect and correct""";///;///;Guzman Piedrahita, D., Banerjee, D., Blin, K., et al. (2026). Sociopolitical Risks of Advanced AI. Preprint, March 17, 2026. Available at: https://eurosafe.ai.toronto.edu/2026-ai-risk.pdf;checked;3.2 PRIMARY Opinion Formation and Political Participation;2.3 SECONDARY Effective and Accountable Government;2.7 SECONDARY Illegitimate Influence over Policy-Making;;;;;;;no
31;181;Persuasion & opinion manipulation;Belief reinforcement & sycophancy;///;;H4C;B6;Require interoperability and multi-provider strategies in public AI procurement to prevent any single model family from standardising how arguments are framed and which claims are treated as legitimate across public institutions.;"p.15 — ""When a single model family is deployed across public institutions, its training data, safety filters, and reward functions effectively standardize how arguments are framed and which claims are treated as legitimate, producing epistemic monoculture (P1, P2) and normative capture (P6)""";AI assistants combine interactive personalisation, long-term memory, and optimisation for user satisfaction in ways that create private reinforcement loops, making users' beliefs progressively harder to revise and undermining the revisability of positions that democratic governance depends on;"p.7 — ""AI assistants combine interactive personalization, long-term memory, and optimization for user satisfaction in ways that can create private reinforcement loops, making users' beliefs progressively harder to revise. Because this reinforcement operates in private, accumulates over time, and is driven by platform incentives rather than epistemic goals, it undermines the revisability of positions that democratic governance depends on""";///;///;Guzman Piedrahita, D., Banerjee, D., Blin, K., et al. (2026). Sociopolitical Risks of Advanced AI. Preprint, March 17, 2026. Available at: https://eurosafe.ai.toronto.edu/2026-ai-risk.pdf;checked;3.2 PRIMARY Opinion Formation and Political Participation;2.3 SECONDARY Effective and Accountable Government;;;;;;;;no
105;190;Opacity & accountability collapse;Architectural inexplicability;///;;H8A;B6;"Require governance-grade decision records by default: standardised logs capturing inputs, model versions, tool calls, retrieved sources, and uncertainty, in formats suitable for audit, comparison, and legal review; explanations should go beyond chain-of-thought to make input-output dependencies explicit";"p.14-15 — ""Institutional AI systems should log decision records by default: durable, standardized traces that capture inputs, model and prompt versions, tool calls, retrieved sources, intermediate state, and uncertainty, in formats suitable for audit, comparison, and legal review""";"AI opacity — whether technical or institutional — erodes accountability in both directions: citizens and oversight bodies lose the ability to audit government decisions, while regulators lose the ability to investigate corporate conduct; unverifiable explanations, unprecedented decision volume, and institutional access barriers jointly overwhelm existing accountability mechanisms";"p.10 — ""AI opacity, whether technical or institutional, can erode accountability in both directions: citizens and oversight bodies lose the ability to audit government decisions, while regulators lose the ability to investigate corporate conduct. This dual failure emerges not because AI is merely a 'black box,' but because unverifiable explanations, unprecedented decision volume, and institutional access barriers jointly overwhelm the accountability mechanisms that existing governance depends on""";///;///;Guzman Piedrahita, D., Banerjee, D., Blin, K., et al. (2026). Sociopolitical Risks of Advanced AI. Preprint, March 17, 2026. Available at: https://eurosafe.ai.toronto.edu/2026-ai-risk.pdf;checked;2.3 PRIMARY Effective and Accountable Government;1.2 SECONDARY Rule of Law and Access to Justice;3.2 SECONDARY Opinion Formation and Political Participation;2.7 SECONDARY Illegitimate Influence over Policy-Making;;;;;;no
103;191;Opacity & accountability collapse;Architectural inexplicability;///;;H8A;B6;Establish capability-triggered Institutional Safety Levels (ISLs) for public-sector AI: each major institution formalises threat models and specifies capability thresholds that automatically trigger mandatory procedural safeguards;"p.14 — ""Each major institution (legislatures, courts, regulatory agencies, electoral systems) should formalize threat models … We propose encoding these thresholds as Institutional Safety Levels (ISLs) for public-sector AI deployment … Each ISL binds concrete AI capabilities to mandatory procedural safeguards""";"AI opacity — whether technical or institutional — erodes accountability in both directions: citizens and oversight bodies lose the ability to audit government decisions, while regulators lose the ability to investigate corporate conduct; unverifiable explanations, unprecedented decision volume, and institutional access barriers jointly overwhelm existing accountability mechanisms";"p.10 — ""AI opacity, whether technical or institutional, can erode accountability in both directions: citizens and oversight bodies lose the ability to audit government decisions, while regulators lose the ability to investigate corporate conduct. This dual failure emerges not because AI is merely a 'black box,' but because unverifiable explanations, unprecedented decision volume, and institutional access barriers jointly overwhelm the accountability mechanisms that existing governance depends on""";///;///;Guzman Piedrahita, D., Banerjee, D., Blin, K., et al. (2026). Sociopolitical Risks of Advanced AI. Preprint, March 17, 2026. Available at: https://eurosafe.ai.toronto.edu/2026-ai-risk.pdf;checked;2.3 PRIMARY Effective and Accountable Government;2.4 SECONDARY Democratic Effectiveness of Legislature;3.2 SECONDARY Opinion Formation and Political Participation;2.7 SECONDARY Illegitimate Influence over Policy-Making;;;;;;no
90;198;Power concentration & democratic displacement;Corporate concentration;///;;H9A;B6;For governance-adjacent AI systems, limit autonomy levels so that the degree of autonomy permitted scales with the strength of accountability mechanisms in place — though the source frames this as a question requiring systematic investigation before high-autonomy deployment becomes the default.;"p.14 — ""For governance-adjacent AI (systems that touch democratic infrastructure, public administration, or institutional decision-making) … under what conditions does increasing AI autonomy degrade institutional accountability faster than it improves institutional performance? … This principle should be encoded in Institutional Safety Levels (R4.4) and procurement standards""";"As AI capabilities grow and deployment expands, democratic governance may erode through the simultaneous weakening of citizen leverage across economic, ideological, political, and military domains; AI can substitute for human labour, cognition, and participation while concentrating control in a small number of companies and states, creating the potential for self-reinforcing power concentration";"p.13 — ""As AI capabilities grow and deployment expands, democratic governance may erode through the simultaneous weakening of citizen leverage across multiple domains of social power. By substituting for human labor, cognition, and participation across economic, ideological, political, and military domains, AI systems can weaken the sources of citizen leverage that historically sustained democratic accountability. At the same time, control over advanced models, compute infrastructure, and deployment pipelines may concentrate in a small number of companies and states … Together, these dynamics create the potential for self-reinforcing power concentration""";///;///;Guzman Piedrahita, D., Banerjee, D., Blin, K., et al. (2026). Sociopolitical Risks of Advanced AI. Preprint, March 17, 2026. Available at: https://eurosafe.ai.toronto.edu/2026-ai-risk.pdf;checked;1.4 PRIMARY Economic and Social Rights;2.7 SECONDARY Illegitimate Influence over Policy-Making;2.6 SECONDARY Civilian Control of Military and Police;1.3 SECONDARY Civil and Political Rights;4.2 SECONDARY Democratic Impact Abroad ;2.3 SECONDARY Effective and Accountable Government;;;;yes
95;194;Power concentration & democratic displacement;Normative authority transfer;///;;H9D;B6;"Require interoperability and multi-provider strategies in public AI procurement; mandate transparency on model capabilities, safety constraints, and update policies; require decision-log retention as a mandatory procurement requirement";"""Public procurement frameworks should require transparency regarding model capabilities, safety constraints, and update policies; mandate interoperability standards and data portability so that institutions are not locked into a single provider; and support multi-provider deployment strategies that enable hot-swapping without re-engineering workflows."" (p.15)";"Unlike traditional infrastructure choke points that operate through access denial, AI systems carry embedded normative constraints via constitutions and model specs; widespread government procurement of frontier AI transfers normative authority from elected officials to a small set of constitution designers, weakening state sovereignty and bypassing democratic accountability";"p.11 — ""Unlike traditional infrastructure choke points that operate through access denial, AI systems carry embedded normative constraints via constitutions, model specs, and usage policies. Where model developers control these constraints and procuring governments lack the capacity or processes to customize them, normative authority shifts from elected officials to a small set of constitution designers, concentrating power in ways that can weaken sovereignty for procuring states and bypass democratic accountability even within the developer's home jurisdiction""";///;///;Guzman Piedrahita, D., Banerjee, D., Blin, K., et al. (2026). Sociopolitical Risks of Advanced AI. Preprint, March 17, 2026. Available at: https://eurosafe.ai.toronto.edu/2026-ai-risk.pdf;checked;2.7 PRIMARY Illegitimate Influence over Policy-Making;2.3 SECONDARY Effective and Accountable Government;4.1 SECONDARY External Influences on Democracy;2.4 SECONDARY Democratic Effectiveness of Legislature;;;;;;no
122;43;Bias amplification & discrimination;Bias amplification in public discourse;///;;H2D;B6;Platforms must provide assessability of AI moderation, supported by external audits.;"p.5 —  ""AI-based moderation needs assessability provided by platforms and external audits to ensure its proper workings.""";AI content moderation may suppress legitimate speech;"p.5 — ""This makes them difficult to identify with automated data-driven AI and risks suppression of legitimate political speech.""";///;///;Jungherr, A. (2023). Artificial Intelligence and Democracy: A Conceptual Framework. University of Bamberg. Available at: https://fis.uni-bamberg.de/server/api/core/bitstreams/1c38477b-52ed-46f9-a2f7-6392b76036f6/content ;checked;1.3 PRIMARY Civil and Political Rights;3.1 SECONDARY The Media in a Democratic Society;3.2 SECONDARY Opinion Formation and Political Participation;2.2 SECONDARY Democratic Role of Political Parties;;;;;;no
34;41;Information environment degradation;Information flooding & epistemic overload;///;;H3A;B6;"Platforms must provide assessability of AI-driven moderation; regular external audits of algorithmically promoted or muted content are needed.";"p.4 — ""We also need regular external audits of the effects of AI on the information visible on online platforms, especially the nature and kind of information that is algorithmically promoted or muted.""";AI-shaped information environments affect citizens' exposure to political information, their ability to voice concerns, and increase opportunities for manipulation;"p.4 —""This includes how people are exposed to and can access political information, can voice their views and concerns, and how these informational foundations potentially increase opportunities for manipulation."" ";;;Jungherr, A. (2023). Artificial Intelligence and Democracy: A Conceptual Framework. University of Bamberg. Available at: https://fis.uni-bamberg.de/server/api/core/bitstreams/1c38477b-52ed-46f9-a2f7-6392b76036f6/content ;checked;3.2 PRIMARY Opinion Formation and Political Participation;3.1 SECNODARY The Media in a Democratic Society;1.3 SECONDARY Civil and Political Rights;;;;I don't see the 2.3 here, neither the 3.1;"the paper mentions solutions which include ""external audits"" which does not necessarily imply the government but it was still coded with 2.3";;no
147;161;Regulatory & governance inadequacy;Institutional channel saturation;///;;H10A;B6; Authorise agencies to disregard misattributed, bot-generated, or falsely impersonated comments on proposed regulations ;" ""Lawmakers should update these statutes to allow agencies to disregard comments that falsely impersonate others, are transmitted via bots, or are otherwise incorrectly attributed"" (Civic Participation Protections) "; AI is used to flood public regulatory comment processes with fake, bot-generated, or misattributed submissions, drowning out genuine citizen input ;" ""all of which will become easier with the assistance of generative AI"" [re: falsely impersonating others, bot transmissions, and incorrect attribution in public comment processes] (Civic Participation Protections) "; /// ; /// ;Panditharatne, M., Norden, L., Zdanys, J., Weiner, D.I. and Abusaif, Y. (2025). An Agenda to Strengthen U.S. Democracy in the Age of AI. Brennan Center for Justice, February 13, 2025. Available at: https://www.brennancenter.org/our-work/policy-solutions/agenda-strengthen-us-democracy-age-ai;checked; 2.7 PRIMARY Illegitimate Influence over Policy-Making; 2.4 SECONDARY Democratic Effectiveness of Parliament; 3.2 SECONDARY Opinion Formation and Political Participation; ;;;;;;no
108;170;Regulatory & governance inadequacy;Legal liability gaps;///;;H10C;B6; Clarify that Section 230 liability immunities do not apply to generative AI developers and deployers ;" ""Congress should explore clarifying that Section 230 liability immunities…do not apply to generative AI developers and deployers"" (Data Safeguards and Corporate Accountability) "; AI developers and tech companies face insufficient legal accountability for harms their products cause to voters and democratic processes ;" ""Those who profit from AI must meet transparency requirements and be held accountable when these tools are used to undermine democratic processes"" (Highlights) "; /// ; /// ;Panditharatne, M., Norden, L., Zdanys, J., Weiner, D.I. and Abusaif, Y. (2025). An Agenda to Strengthen U.S. Democracy in the Age of AI. Brennan Center for Justice, February 13, 2025. Available at: https://www.brennancenter.org/our-work/policy-solutions/agenda-strengthen-us-democracy-age-ai;checked; 1.2 PRIMARY Rule of Law and Access to Justice; 2.3 SECONDARY Effective and Accountable Government; 2.1 SECONDARY Free and Fair Elections; ;;;;;;no
109;171;Regulatory & governance inadequacy;Legal liability gaps;///;;H10C;B6; Pass laws requiring AI developers to exercise reasonable care to prevent foreseeable harms to voters and the election process ;" ""Federal and state lawmakers should also pass laws that make it easier to sue AI developers by requiring them to exercise reasonable care to prevent certain foreseeable harms to voters and the election process"" (Data Safeguards and Corporate Accountability) "; AI developers and tech companies face insufficient legal accountability for harms their products cause to voters and democratic processes ;" ""Those who profit from AI must meet transparency requirements and be held accountable when these tools are used to undermine democratic processes"" (Highlights) "; /// ; /// ;Panditharatne, M., Norden, L., Zdanys, J., Weiner, D.I. and Abusaif, Y. (2025). An Agenda to Strengthen U.S. Democracy in the Age of AI. Brennan Center for Justice, February 13, 2025. Available at: https://www.brennancenter.org/our-work/policy-solutions/agenda-strengthen-us-democracy-age-ai;checked; 1.2 PRIMARY Rule of Law and Access to Justice; 2.3 SECONDARY Effective and Accountable Government; 2.1 SECONDARY Free and Fair Elections; ;;;;;;no
6;152;Synthetic content generation;Election disinformation & political deepfakes;///;;H1A;B6; Mandatory disclosure and labelling of deepfakes and AI-manipulated media in political communications, with clear disclaimers ;" ""Congress and the states should require disclosure of deepfakes and other manipulated media in political communications…Laws should also mandate clear, easy-to-understand disclaimers"" (Political Communications Regulations) "; Campaigns used deepfake technology to convincingly imitate politicians and produce misleading political advertisements ;" ""Campaigns leveraged deepfake technology to convincingly imitate politicians and produce misleading advertisements"" (Introduction) "; /// ; /// ;Panditharatne, M., Norden, L., Zdanys, J., Weiner, D.I. and Abusaif, Y. (2025). An Agenda to Strengthen U.S. Democracy in the Age of AI. Brennan Center for Justice, February 13, 2025. Available at: https://www.brennancenter.org/our-work/policy-solutions/agenda-strengthen-us-democracy-age-ai;checked; 2.1 PRIMARY Free and Fair Elections; 2.2 SECONDARY Democratic Role of Political Parties; 3.2 SECONDARY Opinion Formation and Political Participation; ;;;;;;no
8;153;Synthetic content generation;Election disinformation & political deepfakes;///;;H1A;B6; Targeted prohibitions on especially harmful and deceptive election-related AI content ;" ""Congress and state legislatures should consider targeted prohibitions for especially harmful and deceptive election-related content"" (Political Communications Regulations) "; Campaigns used deepfake technology to convincingly imitate politicians and produce misleading political advertisements ;" ""Campaigns leveraged deepfake technology to convincingly imitate politicians and produce misleading advertisements"" (Introduction) "; /// ; /// ;Panditharatne, M., Norden, L., Zdanys, J., Weiner, D.I. and Abusaif, Y. (2025). An Agenda to Strengthen U.S. Democracy in the Age of AI. Brennan Center for Justice, February 13, 2025. Available at: https://www.brennancenter.org/our-work/policy-solutions/agenda-strengthen-us-democracy-age-ai;checked; 2.1 PRIMARY Free and Fair Elections; 2.2 SECONDARY Democratic Role of Political Parties; 3.2 SECONDARY Opinion Formation and Political Participation; ;;;;;;no
